Formula,formula_embedding,Volume,Density,Formation_Energy_per_atom,Energy_Above_Hull,Band_Gap_eV
NaTaO3,"[0.2308, 0.1097, 0.0087, -1.0306, 0.3066, 0.7873, 0.1123, 0.3031]",118.7700116,7.044696124,-3.053653403,0.009338894,2.2798
SrHfO3,"[0.2128, -0.4375, 0.1043, -1.2861, -0.4001, 0.8228, 0.1859, 0.6296]",136.0021232,7.670305812,-3.801078974,0.01128595,3.6764
LiTaO3,"[0.4399, -0.234, -0.5434, -0.9808, 0.5009, 0.8344, 0.0468, 0.4628]",116.8698192,6.703179903,-3.036713801,0.088644969,2.5608
BaClO3,"[-0.1029, -0.0911, 0.3728, -0.8012, -0.4362, 0.9238, 0.1357, 0.5266]",186.3591197,3.93445544,-0.792064201,0.916970865,0
MgSiO3,"[0.3689, -0.3884, -0.0216, -1.2609, -0.1676, 1.271, 0.126, 0.0129]",873.6374877,3.05297079,-3.210379921,0.020657475,4.6316
MgSiO3,"[0.3689, -0.3884, -0.0216, -1.2609, -0.1676, 1.271, 0.126, 0.0129]",887.8358054,3.004147518,-3.220523215,0.01051418,4.7926
MnPbO3,"[0.3817, -0.4496, -0.0289, -1.0107, 0.0856, 0.6522, 0.5994, 0.6399]",308.6092549,6.675021473,-1.638228625,0.076999948,0
MnPbO3,"[0.3817, -0.4496, -0.0289, -1.0107, 0.0856, 0.6522, 0.5994, 0.6399]",317.2938002,6.492321633,-1.655090435,0.060138138,0
MgSiO3,"[0.3689, -0.3884, -0.0216, -1.2609, -0.1676, 1.271, 0.126, 0.0129]",436.5315648,3.054979234,-3.209414281,0.021623114,4.4998
MgSiO3,"[0.3689, -0.3884, -0.0216, -1.2609, -0.1676, 1.271, 0.126, 0.0129]",876.3740559,3.043437575,-3.214198729,0.016838666,4.5845
MnCO3,"[0.566, -0.3547, -0.4212, -0.9037, -0.4282, 0.6838, -0.0831, 0.2433]",222.9550745,3.424436842,-1.983078076,0.029906561,3.7996
SiPbO3,"[0.244, -0.4414, 0.3127, -0.9539, 0.214, 1.0511, 0.5648, 0.3841]",894.2667611,6.312259446,-2.595926484,0,3.1905
GePbO3,"[0.3483, -0.5882, 0.2609, -0.8537, 0.2156, 0.7421, 0.4089, 0.7543]",963.397868,6.780851277,-1.916117909,0.013110244,2.9339
LiPO3,"[-0.1199, -0.374, -0.4296, -0.8964, 0.2183, 1.1887, 0.1031, 0.5023]",1212.136547,2.353890412,-2.700216261,0.002511032,5.7828
ReO3F,"[-0.3146, -0.3721, -0.4069, -1.2391, 0.2373, 0.5901, 0.6321, 0.3652]",434.0414439,5.812179655,-2.185992845,0,3.009
SnGeO3,"[0.0793, -0.399, -0.0043, -1.0191, 0.0631, 0.5117, -0.1215, 0.3657]",970.796607,4.912835918,-1.906145925,0.039728434,2.2811
SiSnO3,"[-0.025, -0.2521, 0.0475, -1.1193, 0.0615, 0.8208, 0.0344, -0.0046]",911.6581951,4.257681888,-2.586283002,0.029296766,2.6768
NaZnO3,"[-0.276, -0.2963, 0.1965, -1.4307, -0.0905, 1.0636, -0.2061, 0.8271]",586.5234265,3.089288316,-0.915008156,0.345988687,0
LaMnO3,"[0.1972, -0.3807, -0.336, -1.3283, -0.2073, 0.7632, -0.016, 0.544]",245.4571584,6.544321107,-2.917636934,0.217627867,0
CaSiO3,"[0.0164, -0.3804, -0.0417, -0.62, -0.0543, 1.2824, 0.3714, 0.143]",187.8658981,4.106994251,-3.204323607,0.243724608,3.7242
MgSiO3,"[0.3689, -0.3884, -0.0216, -1.2609, -0.1676, 1.271, 0.126, 0.0129]",874.8657585,3.048684561,-3.220845786,0.010191609,4.8602
KNO3,"[0.1384, -0.2462, -0.1821, -0.847, -0.1325, 0.7059, 0.2084, 0.9395]",315.2832079,2.129968351,-1.408985992,0.013152605,2.953
HgSeO3,"[0.1699, -0.1837, -0.311, -0.6818, 0.3952, 0.4599, -0.0693, 0.7162]",316.2447155,6.8795658,-1.043617495,0.004895135,2.2784
KNO3,"[0.1384, -0.2462, -0.1821, -0.847, -0.1325, 0.7059, 0.2084, 0.9395]",342.9553557,1.958106918,-1.375772838,0.046365759,3.1418
PbCO3,"[0.4853, -0.3001, -0.0014, -0.5328, -0.1918, 0.7846, 0.3115, 0.453]",283.0082591,6.271347965,-1.8067998,0.001962894,3.3642
ScMnO3,"[-0.0016, -0.7818, -0.2574, -1.1704, -0.0022, 0.5098, 0.3504, 0.1859]",218.7350343,4.490925838,-2.941352322,0.049973921,1.798
LuNiO3,"[-0.0976, 0.0419, -0.2785, -1.2074, 0.3787, 0.5428, 0.3622, -0.1464]",209.4798372,8.93079,-2.534079794,0.016295357,0.0995
KCO3,"[0.5204, 0.0318, -0.2476, -0.6027, -0.2959, 0.6121, -0.3109, 0.1768]",323.2987632,2.036152269,-1.798654204,0.011834445,0.0964
KCO3,"[0.5204, 0.0318, -0.2476, -0.6027, -0.2959, 0.6121, -0.3109, 0.1768]",350.4556548,1.878370349,-1.810488649,0,0.8756
TmNiO3,"[-0.0241, -0.4904, -0.0262, -1.526, 0.0274, 0.6884, 0.1022, -0.177]",211.5268716,8.654927327,-2.527218608,0.006301209,0
MnSiO3,"[0.3247, -0.4961, -0.1071, -1.3248, -0.0224, 0.9504, 0.1702, 0.1744]",456.7632795,3.810581733,-2.779933577,0.017926197,0
HfNiO3,"[0.1928, -0.1005, 0.0364, -1.402, 0.0296, 0.75, 0.132, 0.2335]",216.2532278,8.759271576,-2.802277456,0.096843288,2.7983
TlNiO3,"[-0.0623, -0.1311, -0.0225, -0.971, -0.2007, 0.6932, 0.3562, 0.002]",223.6411441,9.238944403,-0.963266882,0.075435137,0.0965
RbPO3,"[-0.3407, -0.3447, 0.26, -1.0816, 0.1823, 0.7727, 0.1305, 0.1391]",1293.44674,2.53331172,-1.502340608,1.178719974,0.0949
MnCO3,"[0.566, -0.3547, -0.4212, -0.9037, -0.4282, 0.6838, -0.0831, 0.2433]",220.2470248,3.466542042,-1.740482542,0.272502095,0.1568
MgSiO3,"[0.3689, -0.3884, -0.0216, -1.2609, -0.1676, 1.271, 0.126, 0.0129]",516.8651039,2.580160385,-2.930566756,0.30047064,3.0501
NdMnO3,"[0.2983, -0.3795, -0.0132, -1.1046, -0.5619, 0.6817, -0.0169, 0.3522]",4031.418295,0.407250354,1.007575711,3.971054524,0
MgSiO3,"[0.3689, -0.3884, -0.0216, -1.2609, -0.1676, 1.271, 0.126, 0.0129]",499.101086,2.671993516,-2.936371995,0.2946654,3.2732
NdMnO3,"[0.2983, -0.3795, -0.0132, -1.1046, -0.5619, 0.6817, -0.0169, 0.3522]",245.811781,6.679079913,-2.952136444,0.011342369,0
ErNiO3,"[-0.3931, 0.0388, 0.1196, -1.3456, 0.0167, 0.9031, 0.441, 0.0869]",213.8945757,8.5071007,-2.515981153,0.001576707,0.3404
CaBO3,"[-0.1287, -0.187, -0.3854, -0.3064, -0.2134, 1.1219, 0.1951, 0.238]",265.8473593,2.470681811,-2.81588509,0.102616292,0.5519
MnBiO3,"[0.3476, -0.195, -0.3261, -1.178, -0.2858, 0.6153, 0.6206, 0.2205]",510.9941218,8.108896013,-1.807916172,0.026212832,1.9011
CeAsO3,"[0.3991, -0.3093, 0.1977, -0.7636, 0.2716, 0.9056, 0.1434, 0.7017]",582.722107,5.996425625,-2.818903421,0.079518501,0.2861
KAsO3,"[0.1903, -0.0065, 0.0359, -0.6044, 0.0451, 0.4466, -0.0697, 0.7281]",2092.851852,3.085214667,-1.936051058,0.002884353,3.1596
LiNbO3,"[0.4864, -0.5245, -0.8276, -0.9403, 0.1834, 1.1385, -0.0169, 0.3342]",486.2850494,4.03883873,-2.886187025,0.013330627,3.1296
ScRhO3,"[-0.201, -0.9338, 0.0126, -0.9559, 0.1054, 0.8564, 0.3716, -0.0663]",432.8519261,6.010970823,-2.508281684,0.024614264,1.1199
CdCO3,"[0.2048, -0.1492, -0.4085, -0.7811, -0.1722, 1.1935, 0.0646, 0.4427]",563.0646568,4.067880679,-1.187791739,0.567171788,0
KSiO3,"[0.2791, -0.1095, 0.0665, -1.0238, 0.1099, 0.8787, -0.0576, 0.1078]",671.4465341,2.278831759,-2.462709077,0.147916326,0
HNO3,"[0.0406, -0.6503, -0.2262, -1.0138, -0.249, 1.3591, 0.1235, 0.9092]",421.3961537,1.986449696,-0.887443396,0.002868965,3.8974
FeSiO3,"[-0.0977, -0.8485, 0.0445, -1.0828, 0.2544, 1.1851, -0.0366, 0.4307]",457.98958,3.826685496,-2.577106231,0.015693276,0.7031
MgBO3,"[0.2237, -0.195, -0.3653, -0.9473, -0.3268, 1.1106, -0.0502, 0.1079]",417.8595139,2.642311523,-2.531132218,0.182643357,0.1888
FeBO3,"[-0.2429, -0.6551, -0.2992, -0.7692, 0.0952, 1.0247, -0.2129, 0.5257]",402.110929,3.787766301,-2.178420956,0.091941376,1.5176
MnSeO3,"[0.4406, -0.4636, -0.4499, -1.2923, 0.0368, 0.5197, -0.1293, 0.6029]",590.7974105,4.090008731,-1.642958424,0.00792151,3.3754
MnSeO3,"[0.4406, -0.4636, -0.4499, -1.2923, 0.0368, 0.5197, -0.1293, 0.6029]",571.6395349,4.227080913,-1.650879935,0,3.0996
InRhO3,"[0.0859, -0.352, 0.2185, -0.88, 0.0559, 1.2867, 0.0505, 0.151]",459.5138158,7.681880257,-1.504941201,0.04062212,1.0391
MnPO3,"[-0.0214, -0.3945, -0.2194, -0.9343, -0.1298, 0.9895, 0.2648, 0.3815]",587.5026012,3.027905546,-2.162157954,0.307573655,0
CsPO3,"[-0.3541, -0.3352, -0.0437, -1.1372, -0.2949, 1.2554, 0.0718, 0.1758]",371.0290178,3.793026488,-2.673982259,0,5.4223
AlFeO3,"[-0.0085, -0.748, 0.2874, -0.9715, 0.629, 1.0899, 0.2273, 0.1997]",197.9087281,4.390702551,-2.356194892,0.210626289,1.3608
CaFeO3,"[-0.2681, -0.741, -0.2317, -0.4348, 0.0942, 1.1181, 0.1992, 0.6551]",226.6302731,4.218090935,-2.223898614,0.004620417,0.0607
LaCoO3,"[-0.1397, -0.673, -0.3452, -1.3305, -0.5162, 1.0264, -0.3011, 0.198]",243.1968758,6.714259251,-2.582005683,0.017920455,0
YCoO3,"[-0.0136, -0.5999, -0.5686, -1.0226, -0.4175, 0.9777, -0.1706, 0.0427]",225.3599411,5.772017767,-2.576447399,0.01546471,0.1141
CdFeO3,"[-0.3211, -0.6511, -0.2844, -1.0171, 0.382, 1.2958, 0.1457, 0.8858]",227.1522347,6.323486942,-1.308608781,0.092556619,0
AlSnO3,"[0.0642, -0.1516, 0.2904, -1.008, 0.4361, 0.7255, 0.2983, -0.2355]",255.8997039,5.027428681,-2.436627378,0.235436242,0
YSnO3,"[-0.0264, -0.0637, -0.4048, -0.8149, -0.0246, 0.5849, -0.0212, 0.2098]",288.8621217,5.877643126,-2.773369187,0.200435937,1.9502
MgSbO3,"[0.2231, -0.0942, -0.1253, -1.0349, -0.1591, 0.9384, 0.0084, 0.3585]",244.8931761,5.263511708,-2.213517804,0.158619403,1.9972
ZnBiO3,"[-0.0833, -0.3513, -0.0228, -1.2153, -0.3792, 0.9753, 0.306, 0.6565]",265.9450071,8.051848164,-1.511590225,0.080627896,0.8808
CaVO3,"[0.0554, -0.2386, -0.4969, -0.448, -0.1453, 1.0721, 0.4139, 0.5684]",224.8006192,4.107538896,-2.928685933,0.008814691,0.2606
KCO3,"[0.5204, 0.0318, -0.2476, -0.6027, -0.2959, 0.6121, -0.3109, 0.1768]",326.9749089,2.013260016,-1.467793717,0.063570672,0.8604
KCO3,"[0.5204, 0.0318, -0.2476, -0.6027, -0.2959, 0.6121, -0.3109, 0.1768]",329.3538355,1.998718216,-1.479827736,0.051536653,1.4885
ScCoO3,"[-0.3385, -1.074, -0.2667, -1.1726, -0.3112, 0.7729, 0.0653, -0.1601]",202.4635706,4.982917297,-2.530143648,0.06919882,0.8962
MnSiO3,"[0.3247, -0.4961, -0.1071, -1.3248, -0.0224, 0.9504, 0.1702, 0.1744]",461.8881958,3.768301127,-2.779968236,0.017891538,2.8755
AgPO3,"[-0.0441, -0.3268, 0.0233, -0.8761, 0.0696, 1.1675, 0.5002, 0.5622]",523.5448041,4.740841827,-1.958048158,0,2.0232
CsNbO3,"[0.2523, -0.4857, -0.4417, -1.1812, -0.3298, 1.2052, -0.0482, 0.0076]",769.5758858,4.726470912,-2.832048804,0,3.3517
LuVO3,"[0.0295, -0.1126, -0.5047, -0.8817, 0.2781, 0.6491, 0.3243, 0.3491]",215.1998186,8.454147942,-3.361304226,0,0.2611
MnSO3,"[-0.0877, -0.3512, -0.2611, -0.8541, 0.1807, 0.5543, 0.1715, 0.7417]",566.8840743,3.163607538,-1.872217545,0.072435846,4.1546
SbAsO3,"[-0.0477, -0.0907, 0.1002, -0.6226, 0.0496, 0.5846, 0.0058, 0.8844]",328.7660241,4.943337655,-1.697553926,0,3.5099
CdTeO3,"[-0.4594, -0.5131, -0.6717, -0.899, 0.3798, 1.7174, 0.3261, 0.5511]",604.9274932,6.32473192,-1.521631728,0,3.019
SrBiO3,"[0.1418, -0.2277, -0.1455, -1.1588, -0.5776, 0.7705, 0.7203, 0.2908]",311.1958718,7.355103194,-2.260618635,0,0.3106
LiPO3,"[-0.1199, -0.374, -0.4296, -0.8964, 0.2183, 1.1887, 0.1031, 0.5023]",703.0385066,2.435061438,-2.702727293,0,5.722
HgClO3,"[0.053, 0.0875, 0.1537, -0.4831, 0.071, 0.8478, 0.0575, 0.6503]",781.0536098,4.831028275,-0.46223136,0.042710142,3.0661
BiBO3,"[0.0646, 0.0065, -0.3282, -0.8076, -0.3166, 0.8538, 0.4097, 0.0598]",259.3416907,6.858520762,-2.29046675,0,3.0096
RbCO3,"[0.2468, -0.305, 0.0581, -1.051, -0.1161, 0.4671, -0.2175, 0.0009]",665.190782,2.905268686,-1.724141092,0.057108609,3.9411
KCO3,"[0.5204, 0.0318, -0.2476, -0.6027, -0.2959, 0.6121, -0.3109, 0.1768]",644.8000085,2.04182848,-1.735766983,0.074721665,4.1733
KCO3,"[0.5204, 0.0318, -0.2476, -0.6027, -0.2959, 0.6121, -0.3109, 0.1768]",300.7664491,2.188693294,-1.471054479,0.06030991,1.2657
MgSiO3,"[0.3689, -0.3884, -0.0216, -1.2609, -0.1676, 1.271, 0.126, 0.0129]",414.5371507,3.2170696,-3.223359357,0.007678038,4.7797
RbPO3,"[-0.3407, -0.3447, 0.26, -1.0816, 0.1823, 0.7727, 0.1305, 0.1391]",330.3261196,3.306534152,-2.681060582,0,5.1119
NaPO3,"[-0.329, -0.0303, 0.1226, -0.9461, 0.024, 1.1416, 0.1686, 0.3425]",510.7728274,2.651847224,-2.633496923,0.012073411,5.2087
KPO3,"[-0.0671, -0.0079, -0.0457, -0.6333, 0.0025, 0.9178, 0.0371, 0.315]",641.5459608,2.444847847,-2.685668052,0,5.1269
MgSiO3,"[0.3689, -0.3884, -0.0216, -1.2609, -0.1676, 1.271, 0.126, 0.0129]",441.379787,3.021422604,-3.12250531,0.108532085,3.7886
CuSeO3,"[0.6202, -0.6211, -0.4411, -1.045, 0.0497, 0.6829, 0.1648, 0.5548]",537.157623,4.711312329,-1.084237615,0.011270403,0.0215
CuGeO3,"[0.6086, -0.8004, -0.1501, -0.9774, -0.0079, 0.8046, 0.3084, 0.4964]",212.5891752,5.75466854,-1.530489168,0.140622208,0
TcO3F,"[-0.1201, -0.2722, 0.0538, -1.0727, 0.4191, 0.3663, 0.5149, 1.0433]",300.9302824,3.641817677,-1.926119504,0.021290894,2.4445
CaCO3,"[0.2578, -0.2391, -0.3558, -0.1989, -0.46, 1.0158, 0.1181, 0.2119]",244.9587937,2.713896574,-2.686676765,0.000867693,5.0106
CdSO3,"[-0.4489, -0.1456, -0.2484, -0.7316, 0.4367, 1.064, 0.3192, 0.941]",624.5645595,4.093872104,-1.632222598,0.096230673,3.2188
MnBiO3,"[0.3476, -0.195, -0.3261, -1.178, -0.2858, 0.6153, 0.6206, 0.2205]",554.7820298,7.468876016,-1.736261732,0.097867272,0.7775
HgSeO3,"[0.1699, -0.1837, -0.311, -0.6818, 0.3952, 0.4599, -0.0693, 0.7162]",319.572148,6.807934743,-1.047778545,0.000734086,2.6045
LaMnO3,"[0.1972, -0.3807, -0.336, -1.3283, -0.2073, 0.7632, -0.016, 0.544]",297.14103,5.406020375,-2.664739528,0.470525273,1.4409
KPO3,"[-0.0671, -0.0079, -0.0457, -0.6333, 0.0025, 0.9178, 0.0371, 0.315]",1005.757685,2.3392547,-2.682037335,0.003630717,5.243
KPO3,"[-0.0671, -0.0079, -0.0457, -0.6333, 0.0025, 0.9178, 0.0371, 0.315]",641.9825134,2.443185334,-2.685239081,0.000428971,5.216
CaSeO3,"[0.1324, -0.3479, -0.3845, -0.5875, 0.005, 0.8516, 0.0719, 0.5715]",284.2313548,3.90344177,-2.306927036,0,4.2602
NaPO3,"[-0.329, -0.0303, 0.1226, -0.9461, 0.024, 1.1416, 0.1686, 0.3425]",505.430987,2.679874285,-2.637670223,0.00790011,5.158
AgTeO3,"[-0.1209, -0.651, -0.4417, -0.9633, 0.3233, 1.3858, 0.4138, 0.5324]",574.8261714,6.550947813,-1.125950917,0.02047435,1.6662
CuTeO3,"[0.0814, -0.8762, -0.6756, -0.7742, 0.1367, 1.3709, 0.4725, 0.3036]",294.9782256,5.38491661,-1.238739726,0.035414253,0.0019
BaBiO3,"[-0.079, -0.0938, 0.0319, -0.8856, -0.4347, 0.6316, 0.7589, 0.2101]",334.6660467,7.825829473,-2.233427011,0,0
CdSeO3,"[0.0794, -0.258, -0.4372, -1.1697, 0.2928, 1.0293, 0.0184, 0.8022]",632.4855476,5.02755403,-1.408955207,0.005526025,3.4047
AgTeO3,"[-0.1209, -0.651, -0.4417, -0.9633, 0.3233, 1.3858, 0.4138, 0.5324]",600.036388,6.275713149,-1.146425267,0,1.5732
CaTeO3,"[-0.4064, -0.603, -0.619, -0.3167, 0.092, 1.5397, 0.3796, 0.3204]",1069.212965,4.019465918,-2.397842235,0.013229043,3.2975
CdSiO3,"[-0.0365, -0.2905, -0.0944, -1.2023, 0.2335, 1.4601, 0.3179, 0.3737]",766.9319925,4.897479562,-2.535608516,0,2.8901
SrSiO3,"[0.1188, -0.5287, 0.0735, -1.3056, -0.3143, 1.1056, 0.2699, 0.2446]",565.4296904,3.846085819,-3.405199028,0.036027446,4.8212
LaMnO3,"[0.1972, -0.3807, -0.336, -1.3283, -0.2073, 0.7632, -0.016, 0.544]",332.1145957,4.836735523,-2.715198872,0.420065929,1.6926
CaSiO3,"[0.0164, -0.3804, -0.0417, -0.62, -0.0543, 1.2824, 0.3714, 0.143]",797.3329242,2.903043911,-3.448033939,1.43E-05,5.1355
CaMoO3,"[0.0955, -0.2126, -0.4248, -0.5844, -0.4106, 1.5144, 0.2924, 0.3314]",251.5395902,4.859133129,-2.619377737,0,1.105
RbPO3,"[-0.3407, -0.3447, 0.26, -1.0816, 0.1823, 0.7727, 0.1305, 0.1391]",710.7564179,3.073442794,-2.678589662,0.00247092,5.0926
PbSeO3,"[0.3599, -0.4089, -0.0301, -0.9214, 0.2733, 0.6204, 0.2653, 0.8126]",638.5708737,6.951557214,-1.456574712,0,3.3672
NaClO3,"[0.0162, 0.1718, 0.3568, -1.1054, -0.1335, 1.0597, -0.0988, 0.498]",358.5968842,1.971566356,-0.541030713,0.57284035,0
ZnSiO3,"[-0.1063, -0.6523, 0.1962, -1.3621, -0.1159, 1.3104, -0.1444, 0.6103]",457.4908909,4.108569778,-2.635991705,0.058844105,3.3367
MgSiO3,"[0.3689, -0.3884, -0.0216, -1.2609, -0.1676, 1.271, 0.126, 0.0129]",391.2060287,3.408932296,-3.10532082,0.125716575,5.1709
LaMnO3,"[0.1972, -0.3807, -0.336, -1.3283, -0.2073, 0.7632, -0.016, 0.544]",333.3011409,4.819516844,-2.713913719,0.421351082,0.9889
CaSiO3,"[0.0164, -0.3804, -0.0417, -0.62, -0.0543, 1.2824, 0.3714, 0.143]",1157.936336,1.998980788,-3.097686814,0.350361401,3.0437
NaCO3,"[0.2585, 0.0094, -0.0793, -0.9155, -0.2744, 0.836, -0.1794, 0.2043]",247.2293723,2.229873118,-1.785440444,0.001808234,0.6706
MnTlO3,"[0.1636, -0.4355, -0.1351, -0.8743, -0.3385, 0.6108, 0.3104, 0.3279]",242.4160928,8.420498896,-1.495225087,0.061953488,0
GdAsO3,"[0.0801, -0.3485, 0.0252, -0.5742, 0.1237, 0.8302, 0.2905, 0.8398]",301.3151021,6.176031603,-2.756159135,0.048771132,2.1719
CaBiO3,"[0.0394, -0.0794, -0.2607, -0.4732, -0.3176, 0.9473, 0.8218, 0.1891]",289.0372281,6.826443674,-2.264222732,0,0.6653
ScFeO3,"[-0.424, -1.1342, -0.1058, -0.9284, 0.2746, 0.7445, 0.1437, 0.4422]",201.3698382,4.908118132,-2.699800308,0.138111689,1.2694
CuCO3,"[0.7456, -0.5122, -0.4124, -0.6564, -0.4153, 0.847, 0.211, 0.1952]",279.5531015,2.935653187,-1.335346553,0.103005435,0.0463
CuPO3,"[0.1582, -0.552, -0.2105, -0.687, -0.1169, 1.1527, 0.559, 0.3334]",539.8148373,3.507226956,-1.903254882,0.106027886,0.946
LuSeO3,"[0.1064, -0.2219, -0.3924, -1.0212, 0.4285, 0.4287, -0.0178, 0.3522]",606.4017872,6.614209923,-2.543677874,0.03757852,1.705
TmSeO3,"[0.1799, -0.7542, -0.14, -1.3399, 0.0772, 0.5742, -0.2777, 0.3216]",616.7971596,6.372803748,-2.542680966,0.021720094,1.819
MgSO3,"[-0.0435, -0.2435, -0.1756, -0.7902, 0.0355, 0.875, 0.1274, 0.5802]",511.0616575,2.712901207,-2.274181339,0.057395501,4.9221
MgSO3,"[-0.0435, -0.2435, -0.1756, -0.7902, 0.0355, 0.875, 0.1274, 0.5802]",248.2901744,2.79201501,-2.258149766,0.073427074,5.0797
DySeO3,"[0.2042, -0.2682, -0.2599, -1.2995, -0.2695, 0.8132, -0.0978, 0.2771]",618.5495841,6.21656419,-2.525142906,0,1.8154
YSeO3,"[0.3014, -0.2671, -0.5605, -0.9311, 0.0791, 0.6828, -0.2195, 0.5614]",621.1035251,4.616952551,-2.499224003,0,1.8369
LaHoO3,"[-0.085, -0.3268, -0.0175, -0.8743, -0.2712, 0.7986, -0.1216, 0.78]",312.4825707,7.478613402,-3.870543979,0.081200203,4.236
LaAlO3,"[0.1486, -0.272, 0.2486, -1.1602, 0.2957, 1.0669, 0.2133, 0.0573]",569.5811532,4.988433942,-3.665347736,0.057118827,4.4777
CuPO3,"[0.1582, -0.552, -0.2105, -0.687, -0.1169, 1.1527, 0.559, 0.3334]",527.1976932,3.591163567,-1.920938613,0.088344155,1.7481
AgPO3,"[-0.0441, -0.3268, 0.0233, -0.8761, 0.0696, 1.1675, 0.5002, 0.5622]",264.7268376,4.687932528,-1.912603329,0.045444829,2.287
AlBiO3,"[0.299, -0.0864, 0.2584, -1.0099, 0.2172, 0.919, 0.8499, -0.2662]",284.0844557,6.639249619,-2.475551671,0.078294179,3.0001
BaSiO3,"[-0.102, -0.3948, 0.2508, -1.0324, -0.1713, 0.9667, 0.3084, 0.1639]",643.3305774,4.40677707,-3.365093342,0.038919864,4.9408
AlCuO3,"[0.5935, -0.553, 0.1446, -0.9662, 0.3651, 1.0184, 0.7282, -0.1047]",198.4287606,4.636977018,-2.055902871,0.083311382,0.35
AgClO3,"[0.3011, -0.1247, 0.2575, -1.0354, -0.0879, 1.0856, 0.2328, 0.7177]",309.0459324,4.111923887,-0.396924448,0.048604945,3.1131
LaAlO3,"[0.1486, -0.272, 0.2486, -1.1602, 0.2957, 1.0669, 0.2133, 0.0573]",830.9863204,5.128817203,-3.629298,0.093168563,4.4685
LaAlO3,"[0.1486, -0.272, 0.2486, -1.1602, 0.2957, 1.0669, 0.2133, 0.0573]",942.8090747,4.52050903,-3.686656307,0.035810256,4.2491
CdSO3,"[-0.4489, -0.1456, -0.2484, -0.7316, 0.4367, 1.064, 0.3192, 0.941]",300.5940304,4.253057561,-1.632176341,0.09627693,3.3347
SrTeO3,"[-0.304, -0.7513, -0.5039, -1.0024, -0.168, 1.3629, 0.2781, 0.422]",343.0493269,5.096457796,-2.381025315,0,3.6116
ReClO3,"[0.0196, 0.0115, -0.0818, -0.9902, 0.0308, 1.0705, 0.3481, 0.1904]",382.5701114,4.681787337,-1.857124685,0,3.5834
BaZrO3,"[-0.1705, -0.2882, 0.2019, -0.8659, -0.2741, 0.8521, 0.1746, 0.3857]",149.381251,6.148305056,-3.639240691,0,3.1163
EuTiO3,"[-0.3985, -0.2792, -0.0022, -1.0342, -0.3353, 0.8044, 0.53, 0.807]",118.3125365,6.956660393,-3.558521974,0,0
LaAlO3,"[0.1486, -0.272, 0.2486, -1.1602, 0.2957, 1.0669, 0.2133, 0.0573]",108.6676003,6.536718281,-3.722067564,0.000398999,3.5193
SrMoO3,"[0.1979, -0.3609, -0.3097, -1.27, -0.6706, 1.3377, 0.191, 0.4331]",134.5107264,5.717186242,-2.556700986,0.04023773,0
SrRhO3,"[0.0572, -0.6888, 0.0018, -1.1479, -0.335, 1.0533, 0.3257, 0.2483]",126.5530303,6.259477489,-1.991144157,0.030399612,0
SrSnO3,"[-0.093, -0.2929, -0.1136, -1.1569, -0.3588, 0.577, 0.1688, 0.3215]",132.9109082,6.354962396,-2.630651681,0.006706957,1.555
BaPbO3,"[-0.0449, -0.3483, 0.329, -0.7183, -0.0633, 0.6685, 0.7377, 0.6294]",159.0449295,8.196469151,-2.108112388,0.000737765,0.0273
BaTbO3,"[-0.0411, -0.2632, 0.1132, -1.0352, -0.4217, 0.9623, 0.4258, 0.7337]",173.9297807,6.573244496,-3.117726795,0.097397285,0
CaSiO3,"[0.0164, -0.3804, -0.0417, -0.62, -0.0543, 1.2824, 0.3714, 0.143]",93.95182669,4.106169038,-3.206733513,0.241314702,3.6891
CaTiO3,"[-0.6122, -0.161, 0.0128, -0.6554, 0.0639, 0.9004, 0.5984, 0.7454]",112.4131252,4.016239102,-3.538690572,0.017396586,2.2434
SrHfO3,"[0.2128, -0.4375, 0.1043, -1.2861, -0.4001, 0.8228, 0.1859, 0.6296]",135.6004975,7.693023958,-3.808274357,0.004090567,4.0578
CeAlO3,"[0.5771, -0.3118, 0.4712, -1.0716, 0.711, 1.2425, 0.4194, -0.1495]",106.6220703,6.699830083,-3.614738332,0.005600196,0
SrRuO3,"[-0.1057, -0.6935, -0.1653, -0.8015, -0.3118, 1.0736, 0.2476, 0.3632]",121.7170792,6.45809126,-2.183989452,0.006622185,0
SrTiO3,"[-0.5098, -0.3093, 0.1279, -1.341, -0.1962, 0.7236, 0.4969, 0.847]",119.625078,5.093987782,-3.551662292,0,1.8488
SrZrO3,"[0.0503, -0.4221, 0.0245, -1.1391, -0.4171, 0.991, 0.1361, 0.4664]",139.291304,5.40852623,-3.652363502,0.009295327,3.5667
SrTiO3,"[-0.5098, -0.3093, 0.1279, -1.341, -0.1962, 0.7236, 0.4969, 0.847]",119.7846037,5.087203752,-3.551577544,8.47E-05,1.787
TaHO3,"[0.395, -0.272, -0.2036, -0.8845, 0.1686, 1.2166, -0.1041, 0.2452]",307.8120957,4.962087443,-2.649505566,0.077089524,2.9434
SbHO3,"[0.0355, -0.2194, -0.0812, -0.9645, 0.0018, 1.1993, -0.2601, 0.4231]",291.3018061,3.893746497,-1.579670966,0.027953795,1.416
RbNO3,"[-0.1352, -0.583, 0.1236, -1.2953, 0.0473, 0.5608, 0.3018, 0.7636]",678.5479925,3.248049719,-1.404051305,0.017042037,3.2482
