Formula,formula_embedding,Volume,Density,Formation_Energy_per_atom,Energy_Above_Hull,Band_Gap_eV
TlNO3,"[-0.1149, -0.5641, -0.0421, -0.6407, -0.4525, 0.8369, 0.5418, 0.9038]",663.2698542,6.00228111,-0.983139618,0.004367246,2.8695
CsNO3,"[-0.1486, -0.5735, -0.1801, -1.3509, -0.4298, 1.0435, 0.2431, 0.8003]",782.5278762,3.722431332,-1.414554425,0,3.2965
RbNO3,"[-0.1352, -0.583, 0.1236, -1.2953, 0.0473, 0.5608, 0.3018, 0.7636]",870.4031761,2.532111184,-1.381647608,0.039445733,3.1337
NaClO3,"[0.0162, 0.1718, 0.3568, -1.1054, -0.1335, 1.0597, -0.0988, 0.498]",451.3193064,1.566512981,-0.411947295,0.701923768,0.6227
KIO3,"[0.0259, 0.0161, 0.029, -0.682, 0.1262, 0.5268, -0.3002, 0.3046]",704.0856636,4.037656091,-1.36555921,0.001063787,2.8533
KIO3,"[0.0259, 0.0161, 0.029, -0.682, 0.1262, 0.5268, -0.3002, 0.3046]",92.38239401,3.846587597,-1.360459949,0.006163048,2.5295
CrWO3,"[0.5562, -0.5142, -0.2456, -0.7654, 0.0162, 0.6655, 0.7736, 0.3237]",113.2605119,4.161361586,-1.388721045,0.726917571,0.8863
CrMoO3,"[0.596, -0.3665, -0.2933, -1.0863, -0.2373, 1.3133, 0.51, 0.3201]",60.32568395,5.393333955,-1.648496433,0.444497286,0
FeNiO3,"[-0.1857, -0.5523, -0.1845, -1.2364, 0.2639, 0.8686, 0.0439, 0.3606]",101.2670638,5.330427562,-1.280436607,0.077533964,0
VNiO3,"[0.1378, -0.0499, -0.4496, -1.2496, 0.0244, 0.8226, 0.2586, 0.274]",102.6026224,5.102324182,-1.918388258,0.082326768,0.0372
MgFeO3,"[0.0843, -0.7489, -0.2116, -1.0757, -0.0192, 1.1068, -0.0461, 0.525]",207.6020502,4.100057629,-2.009599506,0.113574285,0.2295
FeBiO3,"[-0.0747, -0.5475, -0.1745, -0.936, -0.0089, 0.85, 0.4138, 0.4769]",116.807429,8.894225534,-1.612286209,0.062123075,0
FeBiO3,"[-0.0747, -0.5475, -0.1745, -0.936, -0.0089, 0.85, 0.4138, 0.4769]",119.2804838,4.354910311,-1.085787643,0.588621641,1.1601
FeBiO3,"[-0.0747, -0.5475, -0.1745, -0.936, -0.0089, 0.85, 0.4138, 0.4769]",128.437709,4.044418207,-1.234132039,0.440277245,1.7789
CdBiO3,"[-0.0136, 0.0105, -0.3134, -1.0555, -0.0298, 1.125, 0.7683, 0.4199]",145.2691758,8.444817808,-1.435096649,0,0.767
NiBiO3,"[0.1218, 0.1093, -0.2134, -1.2748, -0.1479, 0.6978, 0.6664, -0.1053]",113.5303816,9.234280393,-1.354572157,0.010981392,0
ZnSiO3,"[-0.1063, -0.6523, 0.1962, -1.3621, -0.1159, 1.3104, -0.1444, 0.6103]",93.45862086,5.02798252,-2.545076481,0.149759329,3.5938
NaNbO3,"[0.2774, -0.1808, -0.2754, -0.9901, -0.0109, 1.0914, 0.0486, 0.1744]",129.4393886,4.20510283,-2.841680835,0.00314193,3.8374
LiNbO3,"[0.4864, -0.5245, -0.8276, -0.9403, 0.1834, 1.1385, -0.0169, 0.3342]",117.2129183,4.189015426,-2.878810781,0.020706871,3.684
CrFeO3,"[0.2324, -0.8949, -0.1002, -0.9368, 0.2675, 0.917, 0.4168, 0.6437]",100.5169479,5.14892764,-2.026850883,0.009988678,0
ScTiO3,"[-0.7681, -0.5543, 0.1387, -1.149, 0.2443, 0.5267, 0.5428, 0.5325]",113.4790729,4.121270148,-3.56688413,0.069202008,0
ScBiO3,"[-0.1165, -0.4726, -0.1348, -0.9668, -0.1372, 0.5736, 0.7662, -0.0237]",141.8802426,7.067566893,-2.731644612,0.073585316,2.1479
SnGeO3,"[0.0793, -0.399, -0.0043, -1.0191, 0.0631, 0.5117, -0.1215, 0.3657]",157.2069586,5.056354248,-1.803125897,0.142748462,2.5994
MnCuO3,"[0.6421, -0.6617, -0.4399, -1.1343, -0.1379, 0.7147, 0.4989, 0.382]",100.4771423,5.502749489,-1.426801527,0.04390752,0
MgSnO3,"[0.157, -0.1526, -0.2086, -1.1122, -0.2121, 0.7424, 0.0249, 0.0898]",113.1178777,5.608041581,-2.492748274,0.003594649,2.5629
CoPbO3,"[0.0449, -0.7418, -0.0382, -1.0128, -0.2233, 0.9154, 0.3143, 0.2939]",254.2726563,8.205797052,-1.28029628,0.049384604,0
CoNiO3,"[-0.1002, -0.4921, -0.3453, -1.4805, -0.3219, 0.8971, -0.0345, -0.2417]",87.35959764,6.296421914,-1.136651948,0,0
AlVO3,"[0.3151, -0.2456, 0.0222, -0.9847, 0.3895, 1.0439, 0.442, 0.1131]",186.1127753,4.493987814,-2.96073348,0.019815871,1.569
AgPbO3,"[0.359, -0.3819, 0.2138, -0.9525, 0.2851, 0.8302, 0.8348, 0.8205]",146.4184684,8.235107872,-0.845433529,0.111383396,0
AgAsO3,"[0.2132, -0.3254, 0.105, -0.8472, 0.1122, 0.6963, 0.3934, 0.9752]",119.2805516,6.425733028,-1.269711259,0,0.2921
AlCoO3,"[0.077, -0.6878, 0.1265, -1.2157, 0.0432, 1.1183, 0.149, -0.4026]",88.0214769,5.052577293,-2.309915379,0.031363284,2.5603
AlFeO3,"[-0.0085, -0.748, 0.2874, -0.9715, 0.629, 1.0899, 0.2273, 0.1997]",193.1252097,4.499455863,-2.534268328,0.032552852,2.1792
AlCuO3,"[0.5935, -0.553, 0.1446, -0.9662, 0.3651, 1.0184, 0.7282, -0.1047]",93.92117846,4.898307377,-2.029827842,0.109386411,0.1349
LaCoO3,"[-0.1397, -0.673, -0.3452, -1.3305, -0.5162, 1.0264, -0.3011, 0.198]",118.072977,6.914735764,-2.599926138,0,0.9497
TiCdO3,"[-0.6652, -0.0712, -0.04, -1.2376, 0.3517, 1.0781, 0.5449, 0.9761]",119.0441478,5.810462307,-2.671460971,0,2.9057
TiZnO3,"[-0.7349, -0.433, 0.2506, -1.3975, 0.0022, 0.9284, 0.0825, 1.2128]",106.9623013,5.007411138,-2.792557588,0.028635328,3.107
ZnSnO3,"[-0.3181, -0.4165, 0.0092, -1.2134, -0.1604, 0.7818, -0.2456, 0.6872]",119.3966291,6.456458301,-1.925918268,0.05493058,1.3215
CdSO3,"[-0.4489, -0.1456, -0.2484, -0.7316, 0.4367, 1.064, 0.3192, 0.941]",451.7822968,4.244667363,-1.629391631,0.099061639,3.0449
TiNiO3,"[-0.5298, 0.0277, 0.06, -1.457, 0.2336, 0.6509, 0.443, 0.4509]",100.1929311,5.123127762,-2.596717667,0,0
TiMnO3,"[-0.304, -0.2767, -0.0527, -1.3602, 0.0957, 0.5684, 0.3971, 0.7768]",107.8326305,4.644506556,-2.954604056,0,2.0049
MnNiO3,"[0.2366, -0.1998, -0.3361, -1.4784, -0.013, 0.6339, 0.2506, 0.1043]",94.51432956,5.679399962,-1.619272341,0,0
TiFeO3,"[-0.7264, -0.6292, 0.099, -1.1182, 0.3725, 0.8031, 0.1904, 1.0331]",102.6757786,4.907110856,-2.717671578,0.012041215,2.7436
TiCoO3,"[-0.6409, -0.569, -0.0619, -1.3623, -0.2132, 0.8316, 0.112, 0.4308]",102.0117345,5.03959243,-2.622026583,0.003154708,0
MnSnO3,"[0.1128, -0.2603, -0.2942, -1.1761, -0.0669, 0.4218, 0.069, 0.2512]",120.5550346,6.105962311,-2.083893313,0,0.8776
MnCoO3,"[0.1256, -0.7965, -0.458, -1.3838, -0.4598, 0.8146, -0.0803, 0.0842]",96.19991342,5.588165711,-1.649918886,0,0
MnGeO3,"[0.429, -0.6429, -0.1589, -1.2246, -0.0208, 0.6413, 0.0143, 0.5446]",104.2505179,5.593280876,-2.135882779,0,1.6732
NaBiO3,"[0.0401, 0.1691, 0.0158, -1.1898, -0.132, 0.7675, 0.5243, 0.1815]",143.4056973,6.48368124,-1.580260707,0,1.0964
BaBiO3,"[-0.079, -0.0938, 0.0319, -0.8856, -0.4347, 0.6316, 0.7589, 0.2101]",167.3871072,7.823300896,-2.232591806,0.000835205,0
AgBiO3,"[0.3249, -0.1274, -0.0834, -1.1198, -0.0863, 0.7933, 0.856, 0.4012]",154.6300754,7.836022365,-1.003011011,0.049876171,0
CdIrO3,"[-0.1166, -0.0986, -0.6499, -0.811, -0.0668, 1.4634, 0.0142, 0.783]",388.2815804,9.048323854,-1.187265922,0.107730322,0
VCoO3,"[0.0268, -0.6466, -0.5715, -1.1549, -0.4224, 1.0033, -0.0724, 0.2539]",92.42127216,5.673025345,-1.994855217,0.070136439,0
TlSbO3,"[-0.12, -0.1332, 0.1028, -0.5914, -0.2017, 0.6771, 0.1582, 0.4177]",178.4718965,6.96217824,-1.711936399,0.000731049,2.4362
MgGeO3,"[0.4732, -0.5352, -0.0734, -1.1608, -0.166, 0.962, -0.0298, 0.3831]",101.0299058,4.764605969,-2.53393594,0.031802013,3.6339
MgTiO3,"[-0.2598, -0.169, 0.0329, -1.2963, -0.0495, 0.8891, 0.353, 0.6153]",102.5186191,3.892898937,-3.362936646,0,3.5295
CaSnO3,"[-0.1954, -0.1446, -0.2287, -0.4713, -0.0987, 0.7538, 0.2702, 0.2198]",134.5339094,5.10468424,-2.679684276,0.014870771,2.9379
NaSbO3,"[-0.1287, 0.1622, 0.1311, -1.1106, 0.1399, 0.7699, -0.0437, 0.4809]",128.8309838,4.96876642,-2.056832527,0,2.7012
VCuO3,"[0.5433, -0.5118, -0.5534, -0.9055, -0.1006, 0.9034, 0.5069, 0.5517]",102.9350047,5.242412014,-1.796125255,0.094473628,0.659
FeSO3,"[-0.5101, -0.7036, -0.1095, -0.6121, 0.4576, 0.789, -0.0352, 0.998]",384.9725637,3.517355212,-1.648084415,0.105119724,2.7701
AgSbO3,"[0.1562, -0.1343, 0.0319, -1.0405, 0.1855, 0.7958, 0.2879, 0.7006]",137.6369854,6.698918635,-1.42771151,0.01676316,0.1333
KSbO3,"[0.1333, 0.1846, -0.0372, -0.7977, 0.1184, 0.5461, -0.1752, 0.4534]",153.6462401,4.514453166,-2.049127173,0,2.6808
GePbO3,"[0.3483, -0.5882, 0.2609, -0.8537, 0.2156, 0.7421, 0.4089, 0.7543]",513.9167066,6.3557553,-1.929228153,0,2.7131
CuSiO3,"[0.5043, -0.6536, -0.0983, -1.0775, -0.0095, 1.1136, 0.4643, 0.1262]",481.1774924,2.891164803,-2.272638925,0.068177859,0
MnSO3,"[-0.0877, -0.3512, -0.2611, -0.8541, 0.1807, 0.5543, 0.1715, 0.7417]",403.6738695,3.332019112,-1.872046515,0.072606875,3.339
MgSiO3,"[0.3689, -0.3884, -0.0216, -1.2609, -0.1676, 1.271, 0.126, 0.0129]",90.81105493,3.671345043,-3.113965055,0.11707234,5.7928
YbTiO3,"[-0.0527, -0.1394, 0.5339, -1.1373, -0.0157, 0.8653, 0.3408, 0.8262]",120.0988018,7.436004074,-3.511420171,0.092733781,3.5867
CoAgO3,"[0.1029, -0.7288, -0.2153, -1.3255, -0.2603, 0.9926, 0.155, 0.2648]",112.7198632,6.328664866,-0.731104968,0.093119128,0
YBiO3,"[0.2084, 0.0015, -0.4367, -0.8168, -0.2435, 0.7784, 0.5304, 0.1791]",159.8162094,7.187689457,-2.750124736,0.047674833,2.4761
MnAgO3,"[0.4398, -0.4366, -0.2061, -1.3234, 0.0486, 0.7295, 0.4402, 0.6108]",117.6380503,5.951288981,-1.188434383,0.082111078,0
TiSnO3,"[-0.6537, -0.0328, 0.1019, -1.1547, 0.1796, 0.4388, 0.2614, 0.5979]",156.7978331,4.544839624,-2.754611474,0.002102758,1.1086
HoBiO3,"[0.0655, -0.1411, -0.0076, -0.724, -0.3497, 0.6507, 0.515, 0.4565]",157.1470142,8.916443593,-2.784963122,0.049680208,2.4719
MnZnO3,"[0.0315, -0.6605, -0.1454, -1.4189, -0.2443, 0.9114, -0.1098, 0.8661]",97.48952848,5.734848868,-1.813649823,0.005794234,1.7946
CdSnO3,"[-0.2484, -0.0547, -0.2815, -1.0536, 0.1891, 0.9315, 0.2167, 0.4506]",131.0406149,7.073964607,-1.837747832,0,0.9762
MgFeO3,"[0.0843, -0.7489, -0.2116, -1.0757, -0.0192, 1.1068, -0.0461, 0.525]",104.7291956,4.063720553,-2.008446546,0.114727245,0
ErBiO3,"[-0.2821, 0.0436, 0.1296, -1.0452, -0.2561, 0.8845, 0.811, 0.2032]",156.5540485,8.999615343,-2.797893476,0.05151718,2.47
NiSnO3,"[-0.113, 0.0441, -0.1815, -1.2729, 0.071, 0.5042, 0.1148, -0.0746]",231.0668176,6.479306138,-1.725544297,0.026179026,1.7717
CaTiO3,"[-0.6122, -0.161, 0.0128, -0.6554, 0.0639, 0.9004, 0.5984, 0.7454]",124.953417,3.61317041,-3.527734469,0.028352689,3.5706
NaFeO3,"[-0.2674, -0.4925, 0.0448, -1.1515, 0.2798, 0.9383, -0.0982, 0.6475]",117.7231185,3.578075455,-1.383083283,0.055216263,0
ZrMnO3,"[0.2561, -0.3895, -0.1561, -1.1583, -0.1252, 0.8358, 0.0364, 0.3961]",127.749907,5.047528872,-3.053943193,0.047255367,2.8707
LaBiO3,"[0.0823, -0.0715, -0.2133, -1.1247, -0.3422, 0.8271, 0.3998, 0.3344]",176.7502235,7.438530497,-2.728375363,0.04065049,2.6285
ZnFeO3,"[-0.3908, -1.0129, 0.0062, -1.1769, 0.0325, 1.1461, -0.3166, 1.1224]",105.6054237,5.32264121,-1.465996035,0.113701926,0
TmBiO3,"[0.0868, -0.4856, -0.0162, -1.2256, -0.2454, 0.6699, 0.4722, -0.0607]",154.1832663,9.174080653,-2.81205329,0.053846769,2.4418
BiSbO3,"[0.064, 0.1072, -0.0882, -0.8951, -0.1489, 0.6816, 0.4683, 0.3103]",166.7626734,7.542578068,-1.618531182,0.086220949,2.1066
TiVO3,"[-0.4028, -0.1268, -0.1662, -1.1314, 0.133, 0.7572, 0.4051, 0.9465]",104.6578491,4.658575784,-3.00020874,0.029407818,0
TlCoO3,"[-0.1733, -0.7278, -0.1444, -0.8764, -0.6475, 0.874, 0.0253, -0.0181]",116.9023534,8.844136974,-1.098110243,0.067084558,0.464
ZnCoO3,"[-0.3054, -0.9527, -0.1547, -1.421, -0.5532, 1.1746, -0.3949, 0.5201]",96.65191093,5.921827223,-1.300174752,0.082076907,0
ZrCoO3,"[-0.0807, -0.6818, -0.1653, -1.1605, -0.4341, 1.099, -0.2488, 0.0501]",241.0611699,5.459938236,-2.6998382,0.097064912,0
MgCoO3,"[0.1698, -0.6887, -0.3725, -1.3199, -0.6049, 1.1353, -0.1245, -0.0773]",95.38042627,4.569557285,-1.826363841,0.066097966,0
CoSnO3,"[-0.2241, -0.5525, -0.3034, -1.1783, -0.3758, 0.685, -0.2161, -0.0948]",236.2188752,6.344731786,-1.744010904,0.034825418,0
MnTlO3,"[0.1636, -0.4355, -0.1351, -0.8743, -0.3385, 0.6108, 0.3104, 0.3279]",135.5709636,7.528398368,-1.435292228,0.121886347,0
FeNiO3,"[-0.1857, -0.5523, -0.1845, -1.2364, 0.2639, 0.8686, 0.0439, 0.3606]",101.9184345,5.296360279,-1.275920116,0.082050455,0.3842
MgSO3,"[-0.0435, -0.2435, -0.1756, -0.7902, 0.0355, 0.875, 0.1274, 0.5802]",366.1767312,2.839734892,-2.283166857,0.048409983,5.0094
MgMnO3,"[0.5067, -0.3965, -0.3632, -1.3177, -0.296, 0.8721, 0.1607, 0.2687]",96.25948703,4.389989283,-2.365742392,0,0
CdCoO3,"[-0.2356, -0.5909, -0.4453, -1.2612, -0.2038, 1.3243, 0.0674, 0.2835]",111.680177,6.522672611,-1.126618074,0.066095182,0
CuPO3,"[0.1582, -0.552, -0.2105, -0.687, -0.1169, 1.1527, 0.559, 0.3334]",516.1115298,2.751226779,-1.981301635,0.027981133,2.0492
LuBiO3,"[0.0134, 0.0466, -0.2685, -0.907, 0.1059, 0.5243, 0.7321, -0.0302]",152.5932355,9.400974309,-2.823910251,0.058845142,2.3018
TiAlO3,"[-0.3526, -0.168, 0.5319, -1.1921, 0.5987, 0.8721, 0.6264, 0.29]",97.84417929,4.169728033,-3.298947952,0.06604737,0
HfSnO3,"[0.069, -0.161, 0.0783, -1.0997, -0.0243, 0.5379, -0.0496, 0.3804]",173.8966654,6.592594464,-2.995080959,0.068686627,2.3676
CuAsO3,"[0.4155, -0.5505, -0.1289, -0.6582, -0.0743, 0.6815, 0.4522, 0.7464]",109.095356,5.676387281,-1.258795364,0.094881303,0
TiGeO3,"[-0.3375, -0.4154, 0.2372, -1.2032, 0.2257, 0.6583, 0.2067, 0.8912]",142.2873661,3.933019147,-2.683055855,0.068774116,1.1349
CdGeO3,"[0.0678, -0.4373, -0.1462, -1.1021, 0.2351, 1.151, 0.162, 0.7439]",118.8363056,6.512947354,-1.836166632,0.044035279,1.4099
ZnGeO3,"[-0.002, -0.7992, 0.1444, -1.2619, -0.1143, 1.0013, -0.3003, 0.9805]",103.4854703,5.970667052,-1.966392217,0.059108785,2.1201
CaBiO3,"[0.0394, -0.0794, -0.2607, -0.4732, -0.3176, 0.9473, 0.8218, 0.1891]",156.5645999,6.301221215,-2.243382312,0.020840419,0.0804
LiAsO3,"[0.1374, -0.3725, -0.348, -0.8675, 0.2609, 0.7175, -0.0037, 0.9154]",94.39200397,4.569008445,-1.984634626,0,3.3858
RbOsO3,"[-0.1616, -0.1208, 0.2105, -1.3836, -0.081, 0.5556, -0.0516, 0.1674]",160.1466519,6.712720462,-1.610804352,0,0
NaVO3,"[0.0561, 0.0098, -0.2203, -1.1646, 0.0403, 0.8923, 0.1165, 0.5608]",316.5071105,2.558787976,-2.332874733,0.042872946,3.2243
MnGeO3,"[0.429, -0.6429, -0.1589, -1.2246, -0.0208, 0.6413, 0.0143, 0.5446]",236.28735,4.935536565,-2.123705891,0.012176888,1.1435
VAgO3,"[0.341, -0.2867, -0.3196, -1.0946, 0.086, 0.9182, 0.4481, 0.7805]",287.6306546,4.775744055,-1.743254704,0.011701726,1.9488
SrTeO3,"[-0.304, -0.7513, -0.5039, -1.0024, -0.168, 1.3629, 0.2781, 0.422]",2262.297668,4.636886936,-2.376692981,0.004332334,3.3726
MnCO3,"[0.566, -0.3547, -0.4212, -0.9037, -0.4282, 0.6838, -0.0831, 0.2433]",187.9455195,2.031161938,-0.968526177,1.04445846,0.3706
MgSiO3,"[0.3689, -0.3884, -0.0216, -1.2609, -0.1676, 1.271, 0.126, 0.0129]",321.5577847,2.073647302,-1.56475286,1.666284536,0.4428
MgSiO3,"[0.3689, -0.3884, -0.0216, -1.2609, -0.1676, 1.271, 0.126, 0.0129]",217.4926241,3.065839293,-2.828551398,0.402485997,2.2265
LaCoO3,"[-0.1397, -0.673, -0.3452, -1.3305, -0.5162, 1.0264, -0.3011, 0.198]",113.5999353,7.187006177,-2.561161988,0.03876415,1.104
LaCoO3,"[-0.1397, -0.673, -0.3452, -1.3305, -0.5162, 1.0264, -0.3011, 0.198]",680.599495,1.199594538,0.315080773,2.915006911,0
CoCO3,"[0.2292, -0.647, -0.4305, -0.9058, -0.7371, 0.947, -0.3682, -0.1027]",239.1448463,1.651785505,-1.244202776,0.421501477,1.5474
SrIrO3,"[0.0388, -0.3368, -0.4821, -0.9144, -0.6147, 1.1089, -0.0338, 0.654]",384.27714,8.499852325,-2.030413167,0.003468296,0
ErBO3,"[-0.4502, -0.064, 0.0049, -0.8784, -0.152, 1.0591, 0.1843, 0.2521]",317.4615501,7.094939422,-3.567248623,0,5.6534
GdBO3,"[0.0237, -0.2581, -0.2879, -0.68, 0.0293, 1.1019, 0.1264, 0.3146]",339.9251601,6.332712922,-3.499030348,0,3.1001
CaCO3,"[0.2578, -0.2391, -0.3558, -0.1989, -0.46, 1.0158, 0.1181, 0.2119]",376.2607499,2.650261147,-2.680245566,0.007298892,4.9216
NaSeO3,"[0.1331, -0.0994, -0.108, -1.3041, 0.1906, 0.6719, -0.2256, 0.5639]",686.9175204,2.899846966,-1.377253598,0.194034118,0.333
MnSiO3,"[0.3247, -0.4961, -0.1071, -1.3248, -0.0224, 0.9504, 0.1702, 0.1744]",230.9714255,3.767855278,-2.78336718,0.014492594,0
MnBO3,"[0.1795, -0.3027, -0.4508, -1.0112, -0.1816, 0.7899, -0.0061, 0.2694]",181.0309107,4.173469455,-2.408723778,0.020367711,1.3314
EuCuO3,"[0.5475, -0.6642, -0.3894, -0.8084, -0.5689, 0.9506, 0.6318, 0.4122]",281.0228492,6.228186238,-1.97338039,0.175144638,0
SrGeO3,"[0.2231, -0.6755, 0.0216, -1.2055, -0.3127, 0.7966, 0.114, 0.6148]",480.6018638,4.317347515,-2.743115335,0,3.4179
CaSiO3,"[0.0164, -0.3804, -0.0417, -0.62, -0.0543, 1.2824, 0.3714, 0.143]",410.0947288,2.822143676,-3.427720254,0.020327961,4.7336
FeSiO3,"[-0.0977, -0.8485, 0.0445, -1.0828, 0.2544, 1.1851, -0.0366, 0.4307]",233.009148,3.760758103,-2.574583753,0.018215755,1.4522
NaVO3,"[0.0561, 0.0098, -0.2203, -1.1646, 0.0403, 0.8923, 0.1165, 0.5608]",276.591046,2.928057867,-2.375747678,0,3.2386
LaMnO3,"[0.1972, -0.3807, -0.336, -1.3283, -0.2073, 0.7632, -0.016, 0.544]",118.7302053,6.764708522,-2.997132545,0.138132256,0
LiVO3,"[0.2652, -0.3338, -0.7725, -1.1149, 0.2346, 0.9394, 0.051, 0.7206]",231.8214352,3.033697701,-2.427956694,0,3.0342
LiVO3,"[0.2652, -0.3338, -0.7725, -1.1149, 0.2346, 0.9394, 0.051, 0.7206]",293.7830992,2.393861856,-2.427194401,0,2.8357
CoGeO3,"[0.0921, -0.9352, -0.1682, -1.2268, -0.3298, 0.9045, -0.2708, 0.1986]",219.5386992,5.432943126,-1.785913831,0.020114759,0
FeGeO3,"[0.0066, -0.9954, -0.0073, -0.9826, 0.256, 0.8761, -0.1925, 0.8009]",225.7841303,5.191813044,-1.916730591,0.012197311,1.9617
CrBiO3,"[0.5399, -0.2333, -0.1292, -0.9751, -0.1443, 0.7462, 1.0394, 0.1778]",248.441695,8.260522613,-1.981474704,0.022682788,1.2937
MnBiO3,"[0.3476, -0.195, -0.3261, -1.178, -0.2858, 0.6153, 0.6206, 0.2205]",258.5904658,8.011892828,-1.805967583,0.028161421,1.4751
LaNiO3,"[-0.0287, -0.0763, -0.2233, -1.4251, -0.0694, 0.8457, 0.0298, 0.2182]",225.2328509,7.242700657,-2.472384725,0,0
MnInO3,"[0.2853, -0.2, -0.0515, -1.0946, -0.0517, 0.9401, 0.0293, 0.4031]",349.5686324,6.206325121,-1.993212647,0.004948191,0.2833
HgBrO3,"[-0.1861, 0.1579, -0.032, -0.58, 0.5004, 1.1086, 0.4262, 0.2241]",350.4451666,6.226071102,-0.395069115,0,3.2015
CdGeO3,"[0.0678, -0.4373, -0.1462, -1.1021, 0.2351, 1.151, 0.162, 0.7439]",261.903463,5.910380819,-1.857041337,0.023160574,1.5369
SrSiO3,"[0.1188, -0.5287, 0.0735, -1.3056, -0.3143, 1.1056, 0.2699, 0.2446]",447.8557103,3.641838873,-3.441226473,0,4.6251
BaIrO3,"[-0.182, -0.2029, -0.3047, -0.6411, -0.4717, 0.97, 0.0048, 0.5733]",426.1880021,8.826014379,-1.975938002,0.047177417,0
MgSiO3,"[0.3689, -0.3884, -0.0216, -1.2609, -0.1676, 1.271, 0.126, 0.0129]",201.4815416,3.309471564,-3.211768396,0.019269,4.5304
MgGeO3,"[0.4732, -0.5352, -0.0734, -1.1608, -0.166, 0.962, -0.0298, 0.3831]",217.505252,4.4262627,-2.554010083,0.01172787,2.5261
MnPbO3,"[0.3817, -0.4496, -0.0289, -1.0107, 0.0856, 0.6522, 0.5994, 0.6399]",375.8712283,8.220794442,-1.643322126,0.071906447,0.5499
TePbO3,"[-0.1789, -0.664, -0.2646, -0.6506, 0.3603, 1.3085, 0.573, 0.5615]",1055.472121,7.22692361,-1.55089077,0,3.2104
ScBiO3,"[-0.1165, -0.4726, -0.1348, -0.9668, -0.1372, 0.5736, 0.7662, -0.0237]",282.2009955,7.106623446,-2.770747503,0.034482425,2.6784
LiAsO3,"[0.1374, -0.3725, -0.348, -0.8675, 0.2609, 0.7175, -0.0037, 0.9154]",229.1600081,3.763988899,-1.948859709,0.035774917,2.9408
CaSiO3,"[0.0164, -0.3804, -0.0417, -0.62, -0.0543, 1.2824, 0.3714, 0.143]",819.3157372,2.825153217,-3.427817504,0.020230711,4.708
FeSiO3,"[-0.0977, -0.8485, 0.0445, -1.0828, 0.2544, 1.1851, -0.0366, 0.4307]",230.2762383,3.805390638,-2.508715674,0.084083834,2.9807
ZnSiO3,"[-0.1063, -0.6523, 0.1962, -1.3621, -0.1159, 1.3104, -0.1444, 0.6103]",234.7613099,4.003285824,-2.644600209,0.050235601,3.4371
CoSeO3,"[0.1037, -0.7558, -0.4592, -1.2944, -0.2721, 0.7829, -0.4144, 0.2569]",1147.995681,4.302175399,-1.310586768,0,0
NiSeO3,"[0.2148, -0.1592, -0.3372, -1.3891, 0.1747, 0.6021, -0.0835, 0.277]",1093.208754,4.51195413,-1.18914056,0.06596378,3.0748
MgSiO3,"[0.3689, -0.3884, -0.0216, -1.2609, -0.1676, 1.271, 0.126, 0.0129]",194.440177,3.429319202,-3.039748185,0.191289211,5.0422
MgSiO3,"[0.3689, -0.3884, -0.0216, -1.2609, -0.1676, 1.271, 0.126, 0.0129]",215.1168579,3.099698644,-3.221626549,0.009410846,4.5444
VAgO3,"[0.341, -0.2867, -0.3196, -1.0946, 0.086, 0.9182, 0.4481, 0.7805]",293.5184521,4.679945601,-1.731810441,0.023145989,1.9189
TaTlO3,"[0.2395, -0.1858, -0.0196, -0.5114, -0.0349, 0.6944, 0.3142, 0.2398]",605.2161094,9.511450247,-2.684087634,0,0.9801
MnCO3,"[0.566, -0.3547, -0.4212, -0.9037, -0.4282, 0.6838, -0.0831, 0.2433]",116.319619,3.281886485,-0.673887646,1.339096991,0
CaCO3,"[0.2578, -0.2391, -0.3558, -0.1989, -0.46, 1.0158, 0.1181, 0.2119]",118.8802314,2.796061308,-0.814837678,1.87270678,1.5162
LiNO3,"[0.0855, -0.6123, -0.566, -1.1101, 0.0833, 0.9768, 0.2744, 1.1268]",92.27495521,2.481439523,-0.287897401,1.098865098,0
LiVO3,"[0.2652, -0.3338, -0.7725, -1.1149, 0.2346, 0.9394, 0.051, 0.7206]",272.3394601,2.582351286,-2.427194401,0.000762293,2.7113
NaSeO3,"[0.1331, -0.0994, -0.108, -1.3041, 0.1906, 0.6719, -0.2256, 0.5639]",800.7986901,2.487461221,-1.497195065,0.074092651,3.0973
MgFeO3,"[0.0843, -0.7489, -0.2116, -1.0757, -0.0192, 1.1068, -0.0461, 0.525]",224.7151497,3.78781925,-1.947187598,0.175986193,0.1129
LiFeO3,"[-0.0584, -0.8362, -0.5074, -1.1017, 0.4741, 0.9854, -0.1637, 0.8072]",204.4187674,3.599698685,-1.417485106,0.147307044,0.3333
CoAgO3,"[0.1029, -0.7288, -0.2153, -1.3255, -0.2603, 0.9926, 0.155, 0.2648]",233.9942474,6.097297229,-0.361560325,0.462663771,0
ZnCoO3,"[-0.3054, -0.9527, -0.1547, -1.421, -0.5532, 1.1746, -0.3949, 0.5201]",207.1137449,5.526971835,-1.326151463,0.056100196,0.2135
VSiO3,"[0.2259, -0.3462, -0.2206, -1.096, 0.0149, 1.1391, 0.1781, 0.344]",211.8066372,3.983450374,-2.808797704,0.020424157,0
VGeO3,"[0.3302, -0.493, -0.2725, -0.9958, 0.0165, 0.8301, 0.0222, 0.7143]",239.2271614,4.763920504,-2.159676126,0.07809277,0.0143
